ID;Ubicacion;Localidad;Interes Turistico;Superficie (m²);Precio (€);Acceso a Transporte Publico;Proximidad a Servicios (km);Zona Residencial;Zona Comercial;Indice de Criminalidad;Restricciones de Construccion;Comprar
3802;Lat, Long;Zaragoza;0;732;222365;0;0.9119878756533049;1;0;0;inf;False
3803;Lat, Long;Murcia;25;625;252051;0;0.8072113770716627;0;0;75;20.0;False
3804;Lat, Long;Santa Cruz de Tenerife;50;506;374267;1;0.512226244653464;1;1;100;15.0;False
3805;Lat, Long;Toledo;100;881;384228;1;0.15947793379351158;0;1;50;20.0;False
3806;Lat, Long;Cáceres;100;701;225351;0;0.44509531682660264;0;0;75;inf;True
3807;Lat, Long;Jaén;100;537;333983;0;0.6913495184834042;1;0;25;15.0;False
3808;Lat, Long;Huesca;50;755;363978;1;0.8590388482760228;0;0;75;15.0;False
3809;Lat, Long;La Coruña;25;638;320066;0;0.7898019839945657;1;0;75;20.0;False
3810;Lat, Long;Guadalajara;0;600;375572;0;0.8350589998326243;0;1;100;inf;False
3811;Lat, Long;Toledo;100;738;207047;0;0.869439781756896;0;1;100;15.0;True
3812;Lat, Long;Sevilla;25;914;281435;0;0.7159536340800673;1;1;0;15.0;False
3813;Lat, Long;Valencia;50;501;328668;0;0.894990903829601;1;1;25;15.0;False
3814;Lat, Long;Zamora;100;576;302227;1;0.7678797291959426;0;0;100;20.0;False
3815;Lat, Long;Badajoz;0;691;388150;1;0.5285593381661632;0;1;75;15.0;False
3816;Lat, Long;Ciudad Real;50;993;282142;0;0.42639909529123843;0;1;100;20.0;True
3817;Lat, Long;Soria;25;872;345289;1;0.5286765312238028;1;0;50;20.0;False
3818;Lat, Long;Huelva;75;656;239395;0;0.3823937894979478;1;0;50;15.0;True
3819;Lat, Long;Guipúzcoa;50;514;325698;0;0.618065823672648;0;0;25;inf;False
3820;Lat, Long;Guadalajara;50;522;278171;0;0.16474420604990142;1;0;75;20.0;True
3821;Lat, Long;Cáceres;50;550;365102;0;0.24396662455611803;0;0;0;inf;False
3822;Lat, Long;Santa Cruz de Tenerife;100;967;358064;0;0.12353803381483516;1;1;75;15.0;False
3823;Lat, Long;Tarragona;75;577;299365;0;0.42913824637771314;1;0;25;20.0;True
3824;Lat, Long;Ciudad Real;0;562;223702;0;0.7586922102305899;1;1;100;15.0;False
3825;Lat, Long;Granada;100;549;391141;1;0.5325427414522766;1;1;50;inf;False
3826;Lat, Long;Granada;50;878;301999;0;0.4285820341442341;1;1;0;15.0;False
3827;Lat, Long;Cantabria;0;602;396490;1;0.5142430627139568;1;0;50;20.0;False
3828;Lat, Long;Málaga;50;588;344628;1;0.48473990322200067;1;1;100;20.0;False
3829;Lat, Long;León;50;694;277703;0;0.18215540955117682;0;1;75;15.0;True
3830;Lat, Long;Las Palmas;0;730;370113;1;0.9182090720201325;1;0;25;20.0;False
3831;Lat, Long;Cáceres;0;866;304140;1;0.3230649047077997;1;0;75;15.0;False
3832;Lat, Long;La Coruña;75;638;225723;1;0.8763130128884237;1;1;25;inf;True
3833;Lat, Long;Jaén;100;939;297372;1;0.19504791649512807;0;0;25;inf;True
3834;Lat, Long;Palencia;50;679;260562;1;0.6647205829553714;1;1;100;15.0;True
3835;Lat, Long;Cuenca;25;809;283805;1;0.43113780136059243;0;0;100;15.0;False
3836;Lat, Long;Palencia;50;832;331052;1;0.3655035333727392;0;0;100;15.0;False
3837;Lat, Long;Biscay;75;673;279282;1;0.4970585191104063;0;1;75;20.0;True
3838;Lat, Long;León;100;739;361324;1;0.4642715931093585;1;1;50;15.0;False
3839;Lat, Long;Cáceres;100;899;322577;0;0.15414022567277885;0;0;100;20.0;False
3840;Lat, Long;Almería;50;854;365915;0;0.6956293086845798;1;0;100;15.0;False
3841;Lat, Long;Madrid;0;908;330232;0;0.8619413028925883;1;0;0;inf;False
3842;Lat, Long;Almería;100;919;254328;1;0.38485667139197943;1;1;0;inf;True
3843;Lat, Long;Ciudad Real;25;587;293734;0;0.2859996174345715;0;0;0;20.0;False
3844;Lat, Long;Guadalajara;0;813;249747;1;0.5385940651699088;1;0;0;20.0;False
3845;Lat, Long;Girona;75;604;298423;0;0.20327755084489235;0;0;100;15.0;True
3846;Lat, Long;Sevilla;25;671;276454;0;0.3134757133615308;0;0;0;inf;False
3847;Lat, Long;Cádiz;0;675;232244;0;0.399128207540687;1;0;100;inf;False
3848;Lat, Long;Badajoz;50;513;251913;0;0.5660071638864301;0;0;100;inf;True
3849;Lat, Long;Cáceres;50;866;315651;1;0.46372204710439824;0;1;0;15.0;False
3850;Lat, Long;La Rioja;0;914;390945;1;0.4196033065549877;1;1;25;15.0;False
3851;Lat, Long;Huelva;100;918;339407;1;0.20191773827842202;0;0;50;20.0;False
3852;Lat, Long;Soria;100;940;283924;1;0.6942507590359869;0;1;100;20.0;True
3853;Lat, Long;Valencia;75;932;389118;0;0.27117799111295543;0;1;50;inf;False
3854;Lat, Long;Soria;75;767;303266;1;0.6326026164818465;0;0;0;inf;False
3855;Lat, Long;Guadalajara;100;554;348028;0;0.8468234320717372;0;1;75;15.0;False
3856;Lat, Long;Castellón;25;984;391480;1;0.5281255170522338;1;1;75;20.0;False
3857;Lat, Long;Teruel;50;842;384990;1;0.3749390487114387;0;1;75;inf;False
3858;Lat, Long;Biscay;75;833;387474;0;0.3737113497900869;0;1;0;15.0;False
3859;Lat, Long;Cantabria;0;603;230523;0;0.5264433320386427;1;0;25;15.0;False
3860;Lat, Long;Castellón;75;553;259528;0;0.7289157269952485;1;1;100;15.0;True
3861;Lat, Long;Valladolid;0;851;365977;1;0.47059725153454623;1;1;75;20.0;False
3862;Lat, Long;La Coruña;50;542;269108;1;0.5305000229935344;0;0;75;20.0;True
3863;Lat, Long;Salamanca;75;630;392315;0;0.8470605986194614;1;0;75;inf;False
3864;Lat, Long;Murcia;25;940;275822;0;0.3310599894784566;0;1;100;inf;False
3865;Lat, Long;Granada;0;951;253796;0;0.9677222867418477;1;1;75;15.0;False
3866;Lat, Long;Murcia;50;918;265048;0;0.20798730647731234;0;0;100;20.0;True
3867;Lat, Long;Toledo;0;929;222444;0;0.22408809820625292;0;0;25;15.0;False
3868;Lat, Long;Ávila;0;596;324535;1;0.7279545963639708;0;1;50;20.0;False
3869;Lat, Long;Guipúzcoa;100;951;297927;0;0.41939527626487294;0;0;50;15.0;True
3870;Lat, Long;Huesca;100;892;385435;1;0.8146958795324438;0;0;100;20.0;False
3871;Lat, Long;Salamanca;75;700;226497;0;0.84294400921638;0;0;75;inf;True
3872;Lat, Long;Albacete;100;780;248666;1;0.8797615361193188;1;1;50;inf;True
3873;Lat, Long;Tarragona;100;845;307514;1;0.7450884939346182;1;0;75;15.0;False
3874;Lat, Long;Huelva;75;601;203987;1;0.8354857206400172;0;0;75;inf;True
3875;Lat, Long;Lugo;75;836;268881;0;0.3631084096021474;0;0;50;inf;True
3876;Lat, Long;Teruel;25;974;226124;1;0.8340232897078246;1;1;25;20.0;False
3877;Lat, Long;Palencia;100;917;325359;0;0.5185310289012411;1;1;50;inf;False
3878;Lat, Long;Álava;25;589;212768;0;0.3433571105060814;1;1;75;20.0;False
3879;Lat, Long;Toledo;100;770;209076;1;0.52748483805307;1;0;75;20.0;True
3880;Lat, Long;León;100;856;385018;1;0.10904185079236864;0;1;0;20.0;False
3881;Lat, Long;Cuenca;100;614;202779;1;0.8812080161249755;0;0;75;15.0;True
3882;Lat, Long;Burgos;25;740;353353;0;0.3445959024500422;1;1;50;15.0;False
3883;Lat, Long;Badajoz;50;919;315369;0;0.2940618457924755;1;1;0;15.0;False
3884;Lat, Long;Huesca;0;867;255393;1;0.8832846227472508;1;1;25;inf;False
3885;Lat, Long;Almería;75;603;262709;0;0.4064896359293161;1;0;50;20.0;True
3886;Lat, Long;León;50;958;317871;0;0.939812878032397;1;0;25;inf;False
3887;Lat, Long;Córdoba;100;799;343475;0;0.9845979917153213;1;1;50;20.0;False
3888;Lat, Long;Biscay;50;757;375373;1;0.4518423026652183;1;1;0;inf;False
3889;Lat, Long;Biscay;25;703;344172;1;0.8204826911557616;0;1;25;20.0;False
3890;Lat, Long;Guipúzcoa;25;687;322604;0;0.14635143233116857;1;1;50;inf;False
3891;Lat, Long;Álava;0;708;201754;0;0.4276973387780195;0;1;0;inf;False
3892;Lat, Long;La Rioja;50;882;386704;0;0.6873345946059083;0;0;100;20.0;False
3893;Lat, Long;Murcia;0;743;295401;1;0.7357150826837767;0;0;50;20.0;False
3894;Lat, Long;Biscay;100;674;368116;1;0.2476317702355339;0;1;25;15.0;False
3895;Lat, Long;Málaga;50;670;331412;1;0.508146519092994;1;0;0;20.0;False
3896;Lat, Long;Barcelona;25;609;358594;1;0.8950435409823588;0;1;75;15.0;False
3897;Lat, Long;Baleares;25;834;250502;0;0.8171940572903439;1;1;50;20.0;False
3898;Lat, Long;Málaga;75;729;299206;0;0.44841792646496115;1;0;50;20.0;True
3899;Lat, Long;Girona;0;772;331922;1;0.3549263495586399;1;1;100;20.0;False
3900;Lat, Long;Álava;0;665;265525;0;0.153051193962114;0;1;50;15.0;False
3901;Lat, Long;Albacete;50;684;339788;0;0.7356413060685255;1;1;0;inf;False
3902;Lat, Long;Cáceres;100;801;200096;0;0.473175917670131;1;1;0;15.0;True
3903;Lat, Long;Almería;75;942;372269;0;0.8980416896873389;1;0;100;inf;False
3904;Lat, Long;Badajoz;50;985;399903;1;0.11643510394501835;1;1;75;inf;False
3905;Lat, Long;Sevilla;75;841;291228;1;0.5989282811248295;0;1;25;20.0;True
3906;Lat, Long;Segovia;25;648;240231;1;0.11160902954336538;1;0;25;20.0;False
3907;Lat, Long;Jaén;50;644;266501;1;0.865016069249675;0;0;75;15.0;True
3908;Lat, Long;Las Palmas;25;565;325862;0;0.8418279207345417;0;0;75;inf;False
3909;Lat, Long;Ciudad Real;75;779;289881;1;0.821885157193808;1;0;25;20.0;True
3910;Lat, Long;Salamanca;75;827;336801;1;0.4694404792335559;1;0;25;inf;False
3911;Lat, Long;Salamanca;0;716;207237;1;0.8236675914777214;0;0;100;20.0;False
3912;Lat, Long;Navarra;50;969;254718;0;0.7974230091827085;0;1;0;15.0;True
3913;Lat, Long;Biscay;75;529;297916;1;0.4828464241206807;1;0;100;inf;True
3914;Lat, Long;Castellón;0;674;355690;1;0.9349642148513491;1;0;25;inf;False
3915;Lat, Long;Huelva;75;651;287993;1;0.3595518946451701;1;1;0;inf;True
3916;Lat, Long;Baleares;75;609;375251;1;0.3665868696718675;0;1;25;20.0;False
3917;Lat, Long;Zamora;25;655;346373;1;0.502721020779476;1;1;75;20.0;False
3918;Lat, Long;Ávila;25;963;272571;1;0.287021924517495;1;0;75;20.0;False
3919;Lat, Long;Baleares;25;920;295806;0;0.8285785353853291;0;0;100;20.0;False
3920;Lat, Long;Soria;75;577;246504;0;0.11711000922895429;0;1;100;20.0;True
3921;Lat, Long;Teruel;25;931;220159;1;0.8906975602683069;1;0;75;15.0;False
3922;Lat, Long;Girona;25;770;313867;0;0.776375525001847;1;1;25;inf;False
3923;Lat, Long;Almería;0;753;339928;0;0.12391273695247293;0;1;75;15.0;False
3924;Lat, Long;Cádiz;75;920;339398;0;0.840059389643584;1;1;100;inf;False
3925;Lat, Long;Tarragona;75;598;251594;1;0.3154978850111223;1;0;25;inf;True
3926;Lat, Long;Lleida;25;668;390342;0;0.5099908251490807;0;0;25;15.0;False
3927;Lat, Long;Valladolid;0;962;319025;0;0.4674847354258238;0;1;100;15.0;False
3928;Lat, Long;Álava;0;901;336037;0;0.7244023630895376;0;0;25;inf;False
3929;Lat, Long;Cádiz;75;909;383278;1;0.7491994428205629;1;1;75;inf;False
3930;Lat, Long;Navarra;25;720;366937;0;0.9246070722489815;0;1;100;inf;False
3931;Lat, Long;Teruel;75;865;342433;1;0.17789064998910303;0;1;25;inf;False
3932;Lat, Long;Girona;50;864;310562;0;0.1669655202395693;0;1;100;inf;False
3933;Lat, Long;Cuenca;75;547;206326;0;0.710986531395084;0;0;0;15.0;True
3934;Lat, Long;Badajoz;75;856;220416;1;0.694584330990853;0;0;25;inf;True
3935;Lat, Long;Lleida;100;940;358714;1;0.9932855102537189;1;0;25;15.0;False
3936;Lat, Long;Castellón;100;989;344059;0;0.36196056310790925;1;1;75;20.0;False
3937;Lat, Long;Burgos;0;923;217136;0;0.14867860078185963;0;0;0;20.0;False
3938;Lat, Long;Cantabria;0;673;279426;1;0.8762676417621814;0;0;50;20.0;False
3939;Lat, Long;Baleares;75;960;363309;1;0.737641168412595;1;0;100;inf;False
3940;Lat, Long;Huelva;25;538;375330;1;0.4263160197543283;1;0;50;15.0;False
3941;Lat, Long;Álava;75;713;350364;0;0.5157804800204792;1;0;75;inf;False
3942;Lat, Long;Santa Cruz de Tenerife;0;722;329859;1;0.8328780612054443;0;1;50;inf;False
3943;Lat, Long;Huesca;100;504;261167;1;0.3534056305152383;0;0;75;inf;True
3944;Lat, Long;Huelva;50;563;307782;1;0.4941127665280849;1;0;25;15.0;False
3945;Lat, Long;Soria;25;662;364341;1;0.4201163227366653;0;1;50;20.0;False
3946;Lat, Long;Navarra;25;777;215720;1;0.897941241232035;0;1;50;inf;False
3947;Lat, Long;Álava;25;671;209554;0;0.1035088791883727;1;1;50;inf;False
3948;Lat, Long;Ciudad Real;100;678;314221;1;0.5462471577166477;1;0;0;15.0;False
3949;Lat, Long;Lugo;50;716;365653;1;0.9728173381183703;0;0;75;inf;False
3950;Lat, Long;Valladolid;25;503;214910;0;0.21430927560427815;0;1;50;inf;False
3951;Lat, Long;Zaragoza;0;529;276361;1;0.3677549694632234;0;1;100;20.0;False
3952;Lat, Long;Cantabria;0;945;370623;0;0.2680457099939778;0;1;50;15.0;False
3953;Lat, Long;Guipúzcoa;100;510;302365;1;0.39107160761419213;0;0;100;15.0;False
3954;Lat, Long;Sevilla;75;986;307230;1;0.8540953211366096;1;1;25;15.0;False
3955;Lat, Long;Barcelona;0;749;236135;0;0.2401303317108995;1;0;25;inf;False
3956;Lat, Long;Zaragoza;100;802;344971;1;0.6096255830924507;0;0;50;inf;False
3957;Lat, Long;Las Palmas;75;711;308600;1;0.9257107264663906;0;0;50;20.0;False
3958;Lat, Long;Huelva;75;623;209386;1;0.9259077076055126;0;1;100;15.0;False
3959;Lat, Long;León;100;537;215343;1;0.639018758125452;0;0;50;inf;True
3960;Lat, Long;Álava;0;555;360676;0;0.30320493004169125;1;0;0;20.0;False
3961;Lat, Long;Huesca;25;602;238725;1;0.9909703347850845;0;1;100;inf;False
3962;Lat, Long;Huelva;100;929;399990;1;0.1038250310318241;0;0;100;15.0;False
3963;Lat, Long;Huesca;25;618;397558;0;0.680114234426305;0;1;0;inf;False
3964;Lat, Long;Ourense;0;931;265047;1;0.6009478429786659;0;1;100;20.0;False
3965;Lat, Long;Alicante;50;783;258343;0;0.12651362327736415;1;1;50;15.0;True
3966;Lat, Long;Lleida;75;688;229140;1;0.23566548798744305;0;1;50;inf;True
3967;Lat, Long;Valladolid;100;907;282859;1;0.15252794787879057;0;0;50;15.0;True
3968;Lat, Long;Baleares;25;714;308721;0;0.8630765949467925;0;0;100;inf;False
3969;Lat, Long;Álava;75;949;278661;0;0.21063326631862983;0;0;0;inf;True
3970;Lat, Long;Cádiz;75;939;275818;0;0.8362474921986752;1;0;0;15.0;True
3971;Lat, Long;Ourense;25;667;387016;1;0.34952637235390605;1;0;0;inf;False
3972;Lat, Long;Cantabria;75;726;314949;0;0.692943918966908;1;1;0;inf;False
3973;Lat, Long;Zaragoza;75;889;361492;1;0.716427893722003;1;0;25;inf;False
3974;Lat, Long;Alicante;25;989;347282;1;0.7486139085208589;0;0;50;inf;False
3975;Lat, Long;Cáceres;100;752;365693;1;0.6882696606550432;0;1;100;20.0;False
3976;Lat, Long;Ourense;0;634;240596;0;0.681591939848948;1;0;75;15.0;False
3977;Lat, Long;Tarragona;75;904;238194;0;0.7079858916834392;0;0;75;15.0;True
3978;Lat, Long;Soria;0;802;340253;0;0.39907812099166906;0;0;25;15.0;False
3979;Lat, Long;Soria;100;692;335149;0;0.21196304322689255;1;1;25;inf;False
3980;Lat, Long;Sevilla;50;985;390611;1;0.9866317099867843;0;1;100;20.0;False
3981;Lat, Long;Badajoz;50;884;398932;1;0.3593157012081317;1;1;25;15.0;False
3982;Lat, Long;Huesca;75;554;360279;1;0.7888837335602545;1;0;75;15.0;False
3983;Lat, Long;Baleares;50;829;240662;1;0.7276364255842439;1;1;0;inf;True
3984;Lat, Long;Alicante;0;669;356825;1;0.4335961295854054;0;0;25;inf;False
3985;Lat, Long;Biscay;100;888;398707;1;0.702888150608166;1;1;75;15.0;False
3986;Lat, Long;Ciudad Real;50;829;365090;1;0.5054222366517587;1;0;50;20.0;False
3987;Lat, Long;León;25;709;242982;0;0.642127216397697;0;0;100;15.0;False
3988;Lat, Long;Pontevedra;0;698;307303;1;0.39724479263929213;1;1;100;inf;False
3989;Lat, Long;Valencia;50;517;360612;1;0.8773445681986386;0;1;100;inf;False
3990;Lat, Long;Cantabria;75;914;323076;0;0.7502810633454017;1;1;0;inf;False
3991;Lat, Long;Ciudad Real;75;873;271902;0;0.6233094018253518;0;1;25;20.0;True
3992;Lat, Long;Ourense;75;601;340686;0;0.98255705402601;1;0;25;inf;False
3993;Lat, Long;Granada;100;552;210112;1;0.5927344139690963;1;0;75;inf;True
3994;Lat, Long;Valladolid;0;872;330263;1;0.6588063650896605;1;1;25;inf;False
3995;Lat, Long;La Rioja;25;953;355024;1;0.5598467028637261;0;0;100;15.0;False
3996;Lat, Long;Toledo;100;933;375159;0;0.7300942756893039;0;1;0;inf;False
3997;Lat, Long;Soria;100;968;216080;0;0.940909593696673;1;1;50;15.0;False
3998;Lat, Long;Zaragoza;100;891;214014;1;0.1355955543087399;1;1;75;inf;True
3999;Lat, Long;Navarra;75;957;276319;0;0.5345679559989217;1;0;75;inf;True
4000;Lat, Long;Pontevedra;25;564;244475;1;0.26153294610873573;0;0;25;20.0;False
4001;Lat, Long;Málaga;75;760;295772;0;0.5935485357291862;1;0;25;inf;True
4002;Lat, Long;Burgos;0;726;312379;1;0.6054106502917306;0;1;50;20.0;False
4003;Lat, Long;Biscay;0;649;375730;0;0.9132259772922332;1;0;75;20.0;False
4004;Lat, Long;Alicante;75;675;248177;0;0.601799018599955;0;1;25;15.0;True
4005;Lat, Long;La Coruña;50;573;253614;0;0.47231862028550786;0;0;100;15.0;True
4006;Lat, Long;Álava;0;872;244272;0;0.4481265506546782;1;0;75;15.0;False
4007;Lat, Long;Córdoba;50;869;259137;1;0.6759595827859265;0;0;0;inf;True
4008;Lat, Long;Madrid;50;546;230948;1;0.7290966393601915;1;0;0;20.0;True
4009;Lat, Long;Córdoba;75;715;260981;1;0.6520675868228325;0;1;75;15.0;True
4010;Lat, Long;Toledo;0;975;329444;1;0.2961339546330105;0;0;0;15.0;False
4011;Lat, Long;León;50;822;226829;0;0.8299488572122046;1;1;100;inf;True
4012;Lat, Long;Pontevedra;25;893;288095;0;0.3856284654546429;1;1;75;inf;False
4013;Lat, Long;Biscay;100;997;227045;0;0.7652134181588895;1;0;75;inf;True
4014;Lat, Long;Sevilla;75;988;388069;1;0.564680721359537;1;0;0;15.0;False
4015;Lat, Long;La Rioja;75;625;241472;0;0.4906641797086426;0;1;75;20.0;True
4016;Lat, Long;Albacete;50;843;322966;1;0.3285799107427569;1;1;100;15.0;False
4017;Lat, Long;Cantabria;25;836;295961;1;0.42055002727441415;0;0;50;20.0;False
4018;Lat, Long;Madrid;50;910;220676;0;0.4631621447132549;1;1;50;20.0;True
4019;Lat, Long;Lugo;0;698;280007;0;0.4884486434690105;1;0;50;20.0;False
4020;Lat, Long;Cáceres;50;699;373786;0;0.8139649664070912;1;1;50;inf;False
4021;Lat, Long;Santa Cruz de Tenerife;100;970;357543;1;0.3811986122327914;0;0;25;20.0;False
4022;Lat, Long;Cáceres;25;960;207054;1;0.1839220482022632;1;0;100;15.0;False
4023;Lat, Long;Navarra;50;635;324891;1;0.8291824567465909;1;0;50;20.0;False
4024;Lat, Long;La Rioja;0;816;287281;1;0.7525113274483495;1;1;75;20.0;False
4025;Lat, Long;Las Palmas;0;656;386936;1;0.6966969243859432;1;1;100;20.0;False
4026;Lat, Long;Sevilla;25;865;333586;1;0.9543315117398915;1;1;50;15.0;False
4027;Lat, Long;Madrid;50;930;227503;1;0.3239152833665787;1;1;50;inf;True
4028;Lat, Long;Guipúzcoa;50;691;377580;1;0.8522976027159153;0;0;0;20.0;False
4029;Lat, Long;Córdoba;0;750;317385;0;0.5799035741396397;1;0;25;20.0;False
4030;Lat, Long;Cantabria;0;604;345202;1;0.8203038635379147;0;1;100;20.0;False
4031;Lat, Long;León;50;712;230397;0;0.9711343666144024;0;1;25;15.0;False
4032;Lat, Long;Valencia;25;853;232788;0;0.9418440260384462;0;0;50;inf;False
4033;Lat, Long;Cuenca;75;819;374973;1;0.6591914981202028;0;0;25;20.0;False
4034;Lat, Long;Segovia;25;529;392883;1;0.48023959907688585;0;0;25;inf;False
4035;Lat, Long;León;50;544;265205;1;0.9932194257738277;1;0;75;inf;False
4036;Lat, Long;Burgos;100;592;299848;0;0.4762369352656335;1;0;75;15.0;True
4037;Lat, Long;Albacete;0;836;318295;0;0.8537054763078978;1;0;0;inf;False
4038;Lat, Long;Cantabria;75;685;319218;0;0.43142998081883344;1;0;0;inf;False
4039;Lat, Long;Zamora;50;992;318272;0;0.9959173007803418;1;0;25;inf;False
4040;Lat, Long;Huesca;75;558;228384;1;0.457937129928229;0;1;75;15.0;True
4041;Lat, Long;Santa Cruz de Tenerife;0;738;309853;1;0.24986289916025822;1;0;0;inf;False
4042;Lat, Long;Sevilla;50;593;234065;1;0.7569989468168761;1;1;25;inf;True
4043;Lat, Long;Cantabria;25;752;273774;1;0.37045741760522033;0;1;0;15.0;False
4044;Lat, Long;Lleida;0;529;206452;1;0.187649363656131;1;1;50;inf;False
4045;Lat, Long;Albacete;100;913;277525;1;0.16321842784070784;1;1;0;inf;True
4046;Lat, Long;Lugo;0;624;356526;0;0.7531295661602286;1;1;100;20.0;False
4047;Lat, Long;Jaén;50;523;226290;0;0.4026866962527458;0;0;50;inf;True
4048;Lat, Long;Ourense;0;822;304040;1;0.8003748812850985;0;0;100;15.0;False
4049;Lat, Long;Cáceres;0;994;341409;0;0.6595774580129504;0;0;100;20.0;False
4050;Lat, Long;La Rioja;100;818;340698;1;0.21091388323975702;1;0;25;inf;False
4051;Lat, Long;Baleares;0;649;226311;1;0.8799461871427076;1;1;50;20.0;False
4052;Lat, Long;Baleares;75;571;256592;1;0.2528901308147794;0;0;50;15.0;True
4053;Lat, Long;Álava;75;654;223435;1;0.9765312931691869;1;0;50;15.0;False
4054;Lat, Long;Sevilla;0;945;343406;1;0.36274914738060426;1;0;0;15.0;False
4055;Lat, Long;León;50;637;261894;0;0.6490144252344842;1;1;75;20.0;True
4056;Lat, Long;Granada;0;714;295429;1;0.582815335465573;0;1;75;15.0;False
4057;Lat, Long;Valladolid;50;604;220998;1;0.3349354901610013;0;1;50;20.0;True
4058;Lat, Long;Valencia;100;985;365643;0;0.4227530266338304;1;0;0;15.0;False
4059;Lat, Long;Palencia;0;653;261224;0;0.7380891695151014;0;0;75;15.0;False
4060;Lat, Long;Santa Cruz de Tenerife;25;620;344006;0;0.729721706471472;0;1;75;15.0;False
4061;Lat, Long;Albacete;25;545;236693;0;0.268498422717464;0;1;50;15.0;False
4062;Lat, Long;La Rioja;50;541;356831;0;0.9707843821227762;0;1;25;15.0;False
4063;Lat, Long;Huesca;25;530;385735;0;0.8600615566021612;0;1;0;20.0;False
4064;Lat, Long;Soria;75;729;203260;0;0.852359128808275;0;0;0;20.0;True
4065;Lat, Long;Pontevedra;0;662;277065;1;0.9512807147039101;1;1;25;20.0;False
4066;Lat, Long;Burgos;100;521;388158;0;0.9206202244022338;0;1;25;inf;False
4067;Lat, Long;Albacete;50;611;206237;0;0.9008668790790288;0;0;75;inf;False
4068;Lat, Long;Madrid;100;936;370014;1;0.7922042438870429;1;1;75;15.0;False
4069;Lat, Long;Ourense;25;554;233256;0;0.9459961362860709;0;1;100;15.0;False
4070;Lat, Long;Córdoba;0;508;256799;0;0.6068245517677563;0;1;25;inf;False
4071;Lat, Long;Pontevedra;100;973;306954;0;0.15650611585580415;1;0;50;15.0;False
4072;Lat, Long;Huesca;25;532;218938;0;0.2406798034755035;0;1;100;inf;False
4073;Lat, Long;Biscay;75;881;375702;1;0.1548192665731109;1;1;100;20.0;False
4074;Lat, Long;Córdoba;25;832;278963;1;0.5981455291557938;0;0;75;inf;False
4075;Lat, Long;Córdoba;100;769;256846;0;0.4289420278823486;1;0;100;15.0;True
4076;Lat, Long;Salamanca;0;848;293015;1;0.28508017905004196;0;1;100;inf;False
4077;Lat, Long;Guadalajara;0;563;279832;1;0.36542306041678974;1;1;100;20.0;False
4078;Lat, Long;Castellón;75;846;253631;0;0.20840986012492868;1;1;75;15.0;True
4079;Lat, Long;Madrid;0;838;387265;1;0.23466673263378987;0;1;0;inf;False
4080;Lat, Long;Ciudad Real;0;631;268917;1;0.8228697192672227;1;0;75;inf;False
4081;Lat, Long;Lugo;50;671;305928;0;0.1677936993698679;0;1;0;15.0;False
4082;Lat, Long;Castellón;75;635;315167;0;0.11428852446872444;1;1;75;20.0;False
4083;Lat, Long;Cantabria;100;772;357739;0;0.6650665042526637;0;0;0;20.0;False
4084;Lat, Long;Palencia;75;520;247060;1;0.12367567532738474;0;0;25;inf;True
4085;Lat, Long;Burgos;25;581;277637;1;0.9526747364430165;1;0;50;15.0;False
4086;Lat, Long;Barcelona;25;961;333457;1;0.7259617057595689;0;1;0;15.0;False
4087;Lat, Long;Huesca;25;651;369864;1;0.554835367151949;0;0;50;15.0;False
4088;Lat, Long;Asturias;25;797;387460;0;0.6600429393085228;1;1;75;15.0;False
4089;Lat, Long;Santa Cruz de Tenerife;50;899;238151;1;0.8398667921479256;0;0;25;15.0;True
4090;Lat, Long;Álava;50;862;248900;1;0.8851149096259915;0;0;50;inf;True
4091;Lat, Long;Pontevedra;50;528;243117;1;0.2562159114091964;0;1;100;15.0;True
4092;Lat, Long;Guadalajara;25;836;340002;1;0.3999424608341212;0;0;75;inf;False
4093;Lat, Long;Baleares;75;729;275781;0;0.7692323089668888;0;1;75;inf;True
4094;Lat, Long;Huelva;0;579;216391;1;0.8535074958335556;1;0;75;15.0;False
4095;Lat, Long;León;25;670;265194;0;0.3117324598399275;1;1;75;20.0;False
4096;Lat, Long;Burgos;100;981;335171;0;0.6603147420937411;1;0;100;20.0;False
4097;Lat, Long;La Coruña;0;808;349418;1;0.7605826490805263;1;1;50;inf;False
4098;Lat, Long;Albacete;0;511;296408;1;0.4367767381995057;1;1;25;inf;False
4099;Lat, Long;Murcia;50;837;398450;1;0.8535181552961156;0;1;25;20.0;False
4100;Lat, Long;Tarragona;75;703;303847;1;0.6154420906276282;0;1;0;20.0;False
4101;Lat, Long;Biscay;75;833;258415;0;0.14267282981082213;1;1;100;15.0;True
4102;Lat, Long;Badajoz;0;687;380291;1;0.9244211231577971;0;0;50;20.0;False
4103;Lat, Long;Ciudad Real;100;739;307883;0;0.6788802873604725;1;0;25;15.0;False
4104;Lat, Long;Granada;25;822;275760;0;0.35465196555725;0;1;50;inf;False
4105;Lat, Long;Cáceres;100;764;266164;1;0.22329250849060928;1;1;25;inf;True
4106;Lat, Long;Madrid;0;920;202936;0;0.9617200202360623;0;1;0;20.0;False
4107;Lat, Long;Córdoba;0;758;205743;1;0.5873380001535465;0;0;0;20.0;False
4108;Lat, Long;Santa Cruz de Tenerife;25;505;369099;1;0.8864788972623044;0;0;75;15.0;False
4109;Lat, Long;Ciudad Real;50;875;284876;0;0.9556051029623761;1;1;75;inf;False
